Songs_title,lyrics,Unnamed: 0.1,link,duble_check
아이유 - 마음,"툭 웃음이 터지면 그건 너
쿵 내려앉으면은 그건 너
축 머금고 있다면 그건 너
둥 울림이 생긴다면 그건 너
그대를 보며
나는 더운 숨을 쉬어요
아픈 기분이 드는 건
그 때문이겠죠
나를 알아주지 않으셔도 돼요
찾아오지 않으셔도
다만 꺼지지 않는 작은 불빛이
여기 반짝 살아있어요
영영 살아있어요
눈을 떼지 못 해
하루종일 눈이 시려요
슬픈 기분이 드는 건
그 때문이겠죠
제게 대답하지 않으셔도 돼요
달래주지 않으셔도
다만 꺼지지 않는 작은 불빛이
여기 반짝 살아있어요
세상 모든 게 죽고 새로 태어나
다시 늙어갈 때에도
감히 이 마음만은 주름도 없이
여기 반짝 살아있어요
영영 살아있어요
영영 살아있어요",13.0,https://www.youtube.com/watch?v=Ry2Grm4p70o,[IU 12th ANNIVERSARY] 아이유 - 마음 (IU - heart) l #월요병예방 l #피크닉라이브소풍 l EP.105
방탄소년단 - 작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),"모든 게 궁금해
How’s your day
Oh tell me
뭐가 널 행복하게 하는지
Oh text me
Your every picture
내 머리맡에 두고 싶어
oh bae
Come be my teacher
네 모든 걸 다 가르쳐줘
Your 1 your 2
Listen my my baby 나는
저 하늘을 높이 날고 있어
그때 니가 내게 줬던 두 날개로
이제 여긴 너무 높아
난 내 눈에 널 맞추고 싶어
Yeah you makin’ me a boy with luv
Oh my my my oh my my my
I've waited all my life
네 전부를 함께하고 싶어
Oh my my my oh my my my
Looking for something right
이제 조금은 나 알겠어
I want something stronger
Than a moment
than a moment love
I have waited longer
For a boy with
For a boy with luv
널 알게 된 이후 ya
내 삶은 온통 너 ya
사소한 게 사소하지 않게
만들어버린 너라는 별
하나부터 열까지 모든 게 특별하지
너의 관심사 걸음걸이 말투와
사소한 작은 습관들까지
다 말하지 너무 작던
내가 영웅이 된 거라고
Oh nah
난 말하지 운명 따윈
처음부터 내 게 아니었다고
Oh nah
세계의 평화
No way
거대한 질서
No way
그저 널 지킬 거야 난
Boy with luv
Listen my my baby 나는
저 하늘을 높이 날고 있어
그때 니가 내게 줬던 두 날개로
이제 여긴 너무 높아
난 내 눈에 널 맞추고 싶어
Yeah you makin’ me a boy with luv
Oh my my my oh my my my
You got me high so fast
네 전부를 함께하고 싶어
Oh my my my oh my my my
You got me fly so fast
이제 조금은 나 알겠어
Love is nothing stronger
Than a boy with luv
Love is nothing stronger
Than a boy with luv
툭 까놓고 말할게
나도 모르게 힘이 들어가기도 했어
높아버린 sky
커져버린 hall
때론 도망치게 해달라며 기도했어
But 너의 상처는 나의 상처
깨달았을 때 나 다짐했던 걸
니가 준 이카루스의 날개로
태양이 아닌 너에게로
Let me fly
Oh my my my oh my my my
I've waited all my life
네 전부를 함께하고 싶어
Oh my my my oh my my my
Looking for something right
이제 조금은 나 알겠어
I want something stronger
Than a moment
than a moment love
Love is nothing stronger
Than a boy with luv",14.0,https://www.youtube.com/watch?v=XsX3ATc3FbA,BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) (feat. Halsey)' Official MV
방탄소년단 - Euphoria,"너는 내 삶에 다시 뜬 햇빛
어린 시절 내 꿈들의 재림
모르겠어 이 감정이 뭔지
혹시 여기도 꿈속인 건지
꿈은 사막의 푸른 신기루
내 안 깊은 곳의 a priori
숨이 막힐 듯이 행복해져
주변이 점점 더 투명해져
저기 멀리서 바다가 들려
꿈을 건너서 수풀 너머로
선명해지는 그 곳으로 가
Take my hands now
You are the cause of my euphoria
Euphoria
Take my hands now
You are the cause of my euphoria
Euphoria
Close the door now
When I'm with you I'm in utopia
너도 나처럼
지워진 꿈을 찾아 헤맸을까
운명 같은 흔한 말관 달라
아픈 너의 눈빛이
나와 같은 곳을 보는 걸
Won't you please stay in dreams
저기 멀리서 바다가 들려
꿈을 건너서 수풀 너머로
선명해지는 그 곳으로 가
Take my hands now
You are the cause of my euphoria
Euphoria
Take my hands now
You are the cause of my euphoria
모래 바닥이 갈라진대도
그 누가 이 세곌 흔들어도
잡은 손 절대 놓지 말아줘
제발 꿈에서 깨어나지 마
저기 멀리서 바다가 들려
꿈을 건너서 수풀 너머로
제발 꿈에서 깨어나지 마
선명해지는 그 곳으로 가
Take my hands now
You are the cause of my euphoria
Euphoria
Take my hands now
You are the cause of my euphoria
Euphoria
Close the door now
When I'm with you I'm in utopia",15.0,https://www.youtube.com/watch?v=kX0vO4vlJuU,BTS (방탄소년단) 'Euphoria : Theme of LOVE YOURSELF 起 Wonder'
MSG워너비(M.O.M) - 바라만 본다,"내가 너라면 다 알아볼 텐데
널 위할 사람 찾아낼 텐데
지난 오랜 시간 너의 그 곁을
지켜온 나라는 걸
내가 너였다면 참 행복할 텐데
한 사람을 다 가졌으니까
둔한 바보도 눈치챌 그 사랑을
너만 왜 모르니
너를 바라만 바라만 본다
외쳐 네 이름만 부른다
보고 싶은 맘에 너를 향한 그 발걸음
네 곁을 맴도는데
오늘도 그리고 그리워하다
애써 참았던 눈물이 흘러
그저 멀리서만 바라보다
또 소리쳐 네가 보고 싶다
네가 나라면 더 참 아팠을 텐데
슬픈 역할은 내가 맡을게
웃는 모습만 보이며 살아가 줘
내가 볼 수 있게
너를 바라만 바라만 본다
외쳐 네 이름만 부른다
보고 싶은 맘에 너를 향한 그 발걸음
네 곁을 맴도는데
오늘도 그리고 그리워하다
애써 참았던 눈물이 흘러
그저 멀리서만 바라보다 또 소리쳐
네가 보고 싶다
한 걸음 더 다가갈까
더 가까이 네게 갈까 OH
어제보다 더 내일 더 널 사랑해
I’ll make you love me someday
혼자 바라고 바라만 보다
울컥 그리움이 솟는다
바보 같은 맘에 하지 못한 그 한마디
널 사랑한다는 말
얼마나 그리고 그리워해야
내 맘 너의 곁에 닿게 될까
매일 하루 종일 너의 생각에 사무쳐
너무 보고 싶다",16.0,https://www.youtube.com/watch?v=-rM5JjNfPHA,[MSG워너비] M.O.M - 바라만 본다 음악중심 데뷔 무대! (Hangout with Yoo - MSG WANNABE)
태연 (TAEYEON) - Weekend,"가장 가까운 바다
혼자만의 영화관
그냥 이끌리는 대로 해도 괜찮으니까
Every morning 울린
Beep beep beep beep 소리
귀에 윙윙윙 맴도는
나를 재촉하던 모닝콜 없이 일어나
Cheese cake 한 입
유리컵 한가득
내린 커피 한 잔
아이스로 할래 아주 여유롭게
문득 시곌 보니
벌써 시간은 열두시
그래도 아주 느긋해
그리곤 하품 한 번
한껏 기지개도 켜고
생각해 오늘 뭐 할까
창문 너머 계절에 시선이 닿은 그 순간
쏟아지는 햇살 내 맘을 두드려
내게 손짓하는 싱그러운 바람 타고서
떠나볼래 When the weekend comes
I can do whatever I want
바람 따라 흩어진 cloud
더 자유롭게 we can go
가장 가까운 바다
혼자만의 영화관
그냥 이끌리는 대로 해도 괜찮으니까
훌쩍 떠나보는 drive
뚜벅 걸어도 좋아
뭐든 발길 닿는 대로 지금 떠나보려 해 oh
하루쯤 세상의 얘길 무시한 채
내가 나의 하루를 조립해 보려 해
더는 no no stress 고민 안 할래
Move it right left right 내 맘대로
가본 적도 없는 길 뭐가 있든지
I don’t need a map
when I roll the streets
이어 가보는 이윤 for a little fun
계속 up up up 좀 더 올라가
한쪽 길모퉁이 따라 맘대로 자라난
조그만 이름 모를 꽃
한참을 바라보다 뜨거운 햇살을 피해
벤치에 잠깐 앉아 봐
느려지는 걸음 그림자의 속도를 따라
함께 걷는 태양과 발을 맞추고
뒤이을 달빛을 따라 돌아오고 싶은 걸
떠나볼래 When the weekend comes
I can do whatever I want
바람 따라 흩어진 cloud
더 자유롭게 we can go
아무 계획이 없어서 완벽한 plan
우연히 찾아낸 secret place
그곳에 두고 와 나만의 작은 짐
골목길 끝을 돌아 만나게 될
기분 좋은 surprise 또 설렘
두근두근 온종일
고소한 향기의 coffee shop
눈에 들어오는 예쁜 옷
Do it for the weekend
do it for the weekend
맘에 들어오는 걸 더는 망설이긴 싫은 걸
그래도 돼 When the weekend comes
I can do whatever I want
바람 따라 흩어진 cloud
더 자유롭게 we can go
가장 가까운 바다
혼자만의 영화관
그냥 이끌리는 대로 해도 괜찮으니까
훌쩍 떠나보는 drive
뚜벅 걸어도 좋아
뭐든 발길 닿는 대로 지금 떠나보려 해 oh",17.0,https://www.youtube.com/watch?v=RmuL-BPFi2Q,TAEYEON 태연 'Weekend' MV
태연 (TAEYEON) - Why,"Why

Oh yeah yeah
Oh 언젠가는 내 두 발이
Oh 닿는 대로
이끌리는 시선을 뺏겨버린 대로
가볍게 걸어갈 낯선 곳을 그리다
또 결국엔 허전한 긴 한숨에 멈춰
Why Why 돌아서 또 넌
Why Why 꿈만 가득해
지금 떠난다면
Good Good Good yeah
만나게 될 모든 건
Great Great yeah
가벼워진 맘이
Work Work baby
이미 이미 눈 앞에
아른아른대는데 망설여 Why
나침반 위 돌아가던 바늘이
멈춘 곳에 가득 핀
이름 모를 꽃잎이
널 위해 끌어당긴
빛이 담긴 풍경 속에
어서 뛰어들어
나보다 자유롭게 더
Why Why Why
괜히 미뤄 왔던 날
많았던 걱정이 모두 다 사라진
tonight yeah
바람 불어오면
Good Good Good yeah
펼쳐지는 모든 건
Great Great yeah
달라지는 맘이
Work Work baby
이미 이미 눈 앞에
아른아른대는데
지금 떠난다면
Good Good Good yeah
만나게 될 모든 건
Great Great yeah
가벼워진 맘이
Work Work baby
이미 이미 눈 앞에
아른아른대는데 망설여 Why
쫓아가기도 벅차 숨이 찬
세상이 전부는 아냐
하루 종일 걸어도
똑같은 풍경은
절대 보이지 않아
하얀 종이에 적어 본 Why
잉크처럼 번지는 맘
I'm falling I'm falling
I'm falling to you
바람 불어오면
Good Good Good yeah
펼쳐지는 모든 건
Great Great yeah
달라지는 맘이
Work Work baby
이미 이미 눈 앞에
아른아른대는데
지금 떠난다면
Good Good Good yeah
만나게 될 모든 건
Great Great yeah
가벼워진 맘이
Work Work baby
이미 이미 눈 앞에
아른아른대는데 망설여 Why",18.0,https://www.youtube.com/watch?v=Ri6wvGjuoOg,TAEYEON 태연 'Why' MV (Dance ver.)
조이 (JOY) - 안녕 (Hello),"이슬비가 내리는 오늘은
사랑하는 그대의 생일날
온종일 난 그대를 생각하면서
무엇을 할까 고민했죠
난 가까운 책방에 들러서
예쁜 시집에 내 맘 담았죠
그 다음엔 근처 꽃집으로 가서
빨간 장미 한 송일 샀죠
내려오는 비를 맞으며
그대에게 가는 길 너무 상쾌해
품 속에는 장미 한 송이
책 한 권과 그댈 위한 깊은 내 사랑
아름다운 그대를 만난 건
하느님께 감사드릴 우연
작은 내 맘 알아주는 그대가 있기에
이 세상이 난 행복해
Lalalala lala
Durudu dururu dudu
난 가까운 책방에 들러서
예쁜 시집에 내 맘 담았죠
그 다음엔 근처 꽃집으로 가서
빨간 장미 한 송일 샀죠
내려오는 비를 맞으며
그대에게 가는 길 너무 상쾌해
품 속에는 장미 한 송이
책 한 권과 그댈 위한 깊은 내 사랑
아름다운 그대를 만난 건
하느님께 감사드릴 우연
작은 내 맘 알아주는 그대가 있기에
이 세상이 난 행복해
너무너무나 행복해
Happy birthday to you",19.0,https://www.youtube.com/watch?v=lNvBbh5jDcA,JOY 조이 '안녕 (Hello)' MV
"효린, 창모 (CHANGMO) - BLUE MOON","어서 날 알아보길 바래
나 없는 넌 안 되겠다고 말해
깨고 또 깨어나도
반복되는 깊고 슬픈 꿈
내 머릴 쓰다듬고
이제 괜찮다고 말해
메마른 너의 눈빛은
make me crazy
둘 사이 파랗고 위태로운
다리를 건너
나밖에 몰랐었던 너
사랑이 전부였던 나
그곳으로 난 돌아가길 바래
날 끌어당겨 작은 틈도 없게 해줘
네게 안겨 지친 맘을 쉬고 싶어
발이 땅에 닿지 않는 이별 위를
혼자 허우적대며 걷지 않게 해줘
I walk on the moon in the air
I walk on the moon in the air
바닥 출신의 신사가 널 원해
이 신사는 never leave you lonely
오늘 낮 오늘 밤 아 오늘 다
너한테 내줄래 무료로 다 전세
내 동네로 와 도시를 나와줘
도시의 공주님 나에게 맡겨 널
걱정 마 돈 벌어 구매할래 니 시간
말 안 할랬는데
내가 스타래 서울시가
널 탐하는 남자는 villain
영웅은 단번에 악당을 killin
야망이 가득한 난 그 후 널 안고
총 모양 오른손을 한 채로 1llin
Baby girl 나와 그댄 어려
시간은 많잖아
나와 몇 억 초를 세버려
Mooooah 오늘뿐여도 yes
죽을 때까지라면 더 yes princess
날 끌어당겨 작은 틈도 없게 해줘
네게 안겨 지친 맘을 쉬고 싶어
발이 땅에 닿지 않는 이별 위를
혼자 허우적대며 걷지 않게 해줘
I walk on the moon in the air
I walk on the moon in the air
I walk on the moon in the air
I walk on the moon in the air",20.0,https://www.youtube.com/watch?v=GeJAee3m3Ik&pp=ygUk7Zqo66awLCDssL3rqqggKENIQU5HTU8pIC0gQkxVRSBNT09O,"[MV] HYOLYN, CHANGMO(효린, 창모) _ BLUE MOON (Prod. GroovyRoom)"
볼빨간사춘기 - 여행,"저 오늘 떠나요 공항으로
핸드폰 꺼 놔요
제발 날 찾진 말아줘
시끄럽게 소리를 질러도
어쩔 수 없어 나
가볍게 손을 흔들며 bye bye
쉬지 않고 빛났던 꿈같은
my youth
이리저리 치이고 또 망가질 때쯤
지쳤어 나 미쳤어
나 떠날 거야 다 비켜
I fly away
Take me to London
Paris New York city들
아름다운 이 도시에 빠져서 나
Like I'm a bird bird
날아다니는 새처럼
난 자유롭게 fly fly
나 숨을 셔
Take me to new world anywhere
어디든
답답한 이 곳을 벗어 나기만 하면
Shining light light
빛나는 my youth
자유롭게 fly fly
나 숨을 셔
저 이제 쉬어요 떠날 거예요
노트북 꺼 놔요
제발 날 잡진 말아줘
시끄럽게 소리를 질러도
어쩔 수 없어 나
가볍게 손을 흔들며 see ya
쉬지 않고 빛났던 꿈같은
my youth
이리 저리 치이고 또 망가질 때쯤
지쳤어 나 미쳤어
나 떠날 거야 다 비켜
I fly away
Take me to London Paris
New York city들
아름다운 이 도시에 빠져서 나
Like I'm a bird bird
날아 다니는 새처럼
난 자유롭게 fly fly
나 숨을 셔
Take me to new world anywhere
어디든
답답한 이 곳을 벗어 나기만 하면
Shining light light
빛나는 my youth
자유롭게 fly fly
나 숨을 셔
I can fly away
Fly always always always
Take me to new world anywhere
어디든
답답한 이 곳을 벗어 나기만 하면
Shining light light
빛나는 my youth
자유롭게 fly fly
나 숨을 셔",21.0,https://www.youtube.com/watch?v=g6U2SS-ZMy8,[Lyrics Video] BOL4(볼빨간사춘기) - Travel(여행)
어반자카파 - 목요일 밤 (Feat. 빈지노),"평범한 목요일 밤
널 데려 갈게 어디든
일주일 중에 네가
제일 지쳐 있을 오늘
Wanna drive
If you don’t mind
둘이서 갈래 어디든
밤을 가득 채울
너와 나 그 곳을 향해 향해
Wherever you want
이리 저리 치이다
정해진 모든 걸 해내도
하나도 웃음 안 나고
또 올 내일이 두렵고
밤은 좀 남았는데
어떻게 써야할지 모르고
너와 함께 밤공기를
느끼고 파
지금 데리러 갈게
집에 가지 말고 있어줘
baby I’m on my way
Maybe I’ll be there by 8
왜 너가 차빌 내야해
좋은 음악이 있는
오빠 차가 있잖아
물론 내일 일찍
일 나가야해
이런 실랑이 할 시간에
조금이라도 널 봐야해 난
호흡이 딸리는 목요일 밤
널 생각하면서 달려가 난
평범한 목요일 밤
널 데려 갈게 어디든
일주일 중에 네가 제일
지쳐 있을 오늘
Wanna drive
If you don’t mind
둘이서 갈래 어디든
밤을 가득 채울 너와 나
그 곳을 향해 향해
Wherever you want
어디든 데려다 줄게
건반처럼 가로등을
가로지르며
너의 하룰 들으며
그랬어 그러면서
너를 괴롭혔던
바깥 세상의
밤 공기를 밀며
창 밖에 내던진 음악처럼
한강엔 별과 달이 시간과
똑같이 흐르고 있어
우린 느낄 수 있어 둘이서
앞으로 더 많은 목요일에
도착할 거란 걸
평범한 목요일 밤
널 데려갈게 어디든
Wherever you want
어디가 됐건
Whatever you want
그 무엇이 됐건
Let’s go Let’s go
Wanna drive
If you don’t mind
둘이서 갈래 어디든
Wherever you want
Wherever we want
Wherever I want
Wherever you want
we’re going to yo
바람을 더 느끼게
창문을 더 활짝 열어줘
아무 말 필요 없어
그냥 나를 믿어
Give it up Baby
Wanna drive
If you don’t mind
둘이서 갈래 어디든
밤을 가득 채울
너와 나 그 곳을 향해 향해
Wherever you want
Wherever you want
Wherever we want
Wherever I want
Wherever you want
we’re going to yo
Wherever you want
Wherever we want
Wherever I want
Wherever you want
we’re going to yo",22.0,https://www.youtube.com/watch?v=Rcagb_psrbs,[MV] Urban Zakapa(어반자카파) _ Thursday Night(목요일 밤) (feat. Beenzino(빈지노))
경서 - 밤하늘의 별을(2020),"밤하늘의 별을 따서 너에게 줄래
너는 내가 사랑하니까
더 소중하니까
오직 너 아니면 안 된다고
외치고 싶어 그저
내 곁에만 있어줘
떠나지 말아줘
참 많이 어색했었죠 널 처음 만난 날
멀리서 좋아하다가 들킨 사람처럼
숨이 가득 차올라서
아무 말 하지 못했는데
너는 말 없이 웃으며 내 손 잡아줬죠
밤하늘의 별을 따서 너에게 줄래
너는 내가 사랑하니까
더 소중하니까
오직 너 아니면 안 된다고
외치고 싶어
그저 내 곁에만 있어줘
떠나지 말아줘
널 좋아하는 내 마음이 표현이 안 돼
꿈이 아니면 좋겠어 자꾸 웃음 나와
내 모든 걸 다 준대도
너에겐 아깝질 않아
이 순간이 영원하길 난 정말 행복해
밤하늘의 별을 따서 너에게 줄래
너는 내가 사랑하니까
더 소중하니까
오직 너 아니면 안 된다고
외치고 싶어
그저 내 곁에만 있어줘
떠나지 말아줘
그저 내 곁에만 있어줘
떠나지 말아줘
많고 많은 사람 중에
너를 만나서 행복하고 싶어
두 번 다시 울지 않을래
오직 내 눈에는 너만 보여
나를 아껴줘 이제부터
혼자가 아니야 우린 함께니까
나나나 난난 난난나
나나나 난난 난난나
나 나나나 난난 난난나 나나난나
나나나 난난 난난나
나나나 난난 난난나
나 나나나 난난 난난나 나나난나",23.0,https://www.youtube.com/watch?v=qW7lMRUsvM0,경서 - 밤하늘의 별을(2020)  [유희열의 스케치북/You Heeyeol’s Sketchbook] | KBS 210827 방송
AKMU (악뮤) - DINOSAUR,"나의 옛날 동네
옛날 동네 반지하 빌라엔
네 가족 오순 도순
오순 도순 잘 살고 있었네
화장실 문 밑엔
쥐가 파놓은 구멍이
매일 밤 뒤척거리시던 아버지
No problem
난 아무것도 몰랐거든
아직도 그때가 생생해
무서울게 없었던 어리기만 한 나를
펄쩍 뛰게 한
펄쩍 뛰게 한
펄쩍 뛰게 한
Dinosaur
Dinosaur
어릴 적 내 꿈에 나온 Dinosaur
어릴 적 내 꿈에 나온 Dinosaur
비명과 함께 깼네
함께 깼네 네 가족이 다 같이
따스한 이부자리
이부자리 두 발로 걷어찼지
엄마는 날 안아줘
내 못 감추는 울먹임
TV 보며 진정하라 하셨지
깜빡깜빡 거리네
까만 방이 번쩍거리네
아직도 그 꿈이 생생해
무서울게 없었던 어리기만 한 나를
펄쩍 뛰게 한
펄쩍 뛰게 한
펄쩍 뛰게 한
Dinosaur
Dinosaur
어릴 적 내 꿈에 나온 Dinosaur
어릴 적 내 꿈에 나온 Dinosaur
우리 집 창문을 부수고
내 가족에게 포효하던
널 다시 만나면
그땐 너보다
더 크게 소리 지를래
더 크게 소리 지를래
더 크게 소리 지를래
더 크게 소리 지를래
Dinosaur
Dinosaur
어릴 적 내 꿈에 나온 Dinosaur
어릴 적 내 꿈에 나온 Dinosaur",24.0,https://www.youtube.com/watch?v=8Oz7DG76ibY,AKMU - 'DINOSAUR' M/V
숀 (SHAUN) - Way Back Home,"멈춘 시간 속
나는 너를 찾아가
아무리 막아도
결국 너의 곁인 걸

길고 긴 여행을 끝내
이젠 돌아가
너라는 집으로
지금 다시
way back home

아무리 힘껏 닫아도
다시 열린 서랍 같아
하늘로 높이 날린 넌
자꾸 내게 되돌아와
힘들게 삼킨 이별도
다 그대로인 걸
oh oh oh

수없이 떠난 길 위에서
난 너를 발견하고
비우려 했던 맘은 또
이렇게 너로 차올라

발걸음의 끝에
늘 니가 부딪혀
그만
그만

멈춘 시간 속
잠든 너를 찾아가
아무리 막아도
결국 너의 곁인 걸

길고 긴 여행을 끝내
이젠 돌아가
너라는 집으로
지금 다시
way back home

조용히 잠든 방을 열어
기억을 꺼내 들어
부서진 시간 위에서
선명히 너는 떠올라

길 잃은 맘 속에
널 가둔 채 살아
그만
그만

멈춘 시간 속
잠든 너를 찾아가
아무리 막아도
결국 너의 곁인 걸

길고 긴 여행을 끝내
이젠 돌아가
너라는 집으로
지금 다시
way back home

세상을 뒤집어
찾으려 해
오직 너로 완결된
이야기를
모든 걸 잃어도
난 너 하나면 돼

빛이 다 꺼진 여기
나를 안아줘

눈을 감으면
소리 없이 밀려와
이 마음 그 위로
넌 또 한 겹 쌓여가

내겐 그 누구도 아닌
니가 필요해
돌아와 내 곁에
그날까지
I’m not done",25.0,https://www.youtube.com/watch?v=amOSaNX7KJg,숀 (SHAUN) - 웨이백홈 (Way Back Home) [Lyric Video]
아이유 - Celebrity,"세상의 모서리
구부정하게 커버린
골칫거리 outsider

걸음걸이, 옷차림,
이어폰 너머 play list
음악까지 다 minor

넌 모르지
떨군 고개 위
환한 빛 조명이
어딜 비추는지

느려도 좋으니
결국 알게 되길
The one and only
You are my celebrity

잊지마 넌 흐린 어둠 사이
왼손으로 그린 별 하나
보이니 그 유일함이 얼마나
아름다운지 말야
You are my celebrity

celebrity
You are my celebrity

지쳐버린 표정 마치
전원을 꺼놓은 듯이
심장소린 too quiet

네가 가진 반짝거림,
상상력, identity
까지 모조리 diet

넌 모르지
아직 못다 핀
널 위해 쓰여진
오래된 사랑시

헤매도 좋으니
웃음 짓게 되길
The one and only
You are my celebrity

잊지마 넌 흐린 어둠 사이
왼손으로 그린 별 하나
보이니 그 유일함이 얼마나
아름다운지 말야
You are my celebrity

발자국마다 이어진 별자리
그 서투른 걸음이 새겨놓은 밑그림
오롯이 너를 만나러 가는 길
그리로 가면 돼 점선을 따라

잊지마 이 오랜 겨울 사이
언 틈으로 피울 꽃 하나
보이니 하루 뒤 봄이 얼마나
아름다울지 말야
You are my celebrity

celebrity
You are my celebrity",26.0,https://www.youtube.com/watch?v=0-q1KafFCLU,[MV] IU(아이유) _ Celebrity
"적재 - 반짝 빛나던, 나의 2006년","어제 같아
밤새워 나누던 얘기들
이어폰 귀에 꽂은 채로
잠들기 아쉬워서
몇 번이고 돌려 듣던
그 밤이 꿈만 같아
사랑하고 사랑받았던
그 모든 예쁜 시간들이
보내기 아쉬워서
자꾸 떠올리게 되나 봐
세상이 하나둘씩
이해되기 시작할 때쯤
더 그리워지는 건 왜일까
반짝 빛나던 나의 2006년
모두들 각자의 자리에서 빛나고 있는
이 순간이 왜 난 슬퍼질까
이젠 지나간 나의 2006년
뭐라 말할까
치열하게 살아왔던
어렸었던 우리의 지난 나날들이
너무도 그리워서
자꾸 꺼내 보게 되는걸
세상이 하나둘씩
이해되기 시작할 때쯤
더 그리워지는 건 왜일까
반짝 빛나던 나의 2006년
모두들 각자의 자리에서 빛나고 있는
이 순간이 왜 난 슬퍼질까
이젠 지나간 나의 2006년
아무 이유 없이 모여 앉아
의미 없는 대화에
사소한 얘기에 울고 웃던
그때의 우리가
참 좋았었어
그땐 몰랐었던 행복한 시간들
시간이 흘러도
좋은 기억만
내게 남겨줘서 고마웠어
반짝 빛나던 나의 2006년
시간이 흘러도
아직 그대로
내 마음 한 켠에 남아있어
이젠 지나간 나의 2006년",27.0,https://www.youtube.com/watch?v=m51h9QNwJdc,"적재 - 반짝 빛나던, 나의 2006년 [유희열의 스케치북/You Heeyeol’s Sketchbook] | KBS 201120 방송"
이무진 - 신호등,"이제야 목적지를 정했지만
가려한 날 막아서네 난 갈 길이 먼데
새빨간 얼굴로 화를 냈던
친구가 생각나네
이미 난 발걸음을 떼었지만
가려한 날 재촉하네 걷기도 힘든데
새파랗게 겁에 질려 도망간
친구가 뇌에 맴도네
건반처럼 생긴 도로 위
수많은 동그라미들 모두가
멈췄다 굴렀다 말은 잘 들어
그건 나도 문제가 아냐
붉은색 푸른색 그 사이
3초 그 짧은 시간
노란색 빛을 내는
저기 저 신호등이
내 머릿속을 텅 비워버려
내가 빠른지도
느린지도 모르겠어
그저 눈앞이 샛노랄 뿐이야
솔직히 말하자면 차라리
운전대를 못 잡던 어릴 때가
더 좋았었던 것 같아
그땐 함께 온 세상을
거닐 친구가 있었으니
건반처럼 생긴 도로 위
수많은 조명들이 날 빠르게
번갈아 가며 비추고 있지만
난 아직 초짜란 말이야
붉은색 푸른색 그 사이
3초 그 짧은 시간
노란색 빛을 내는 저기 저 신호등이
내 머릿속을 텅 비워버려
내가 빠른지도
느린지도 모르겠어
그저 눈앞이 샛노랄 뿐이야
꼬질꼬질한 사람이나
부자 곁엔 아무도 없는
삼색 조명과 이색 칠 위에
서 있어 괴롭히지 마
붉은색 푸른색 그 사이
3초 그 짧은 시간
노란색 빛을 내는 저기 저 신호등이
내 머릿속을 텅 비워버려
내가 빠른지도
느린지도 모르겠어
그저 눈앞이 샛노랄 뿐이야",28.0,https://www.youtube.com/watch?v=SK6Sm2Ki9tI,[MV] Lee Mujin(이무진) _ Traffic light(신호등)
LUCY - 히어로,"부디 너의 맘에
하얗게 내린 눈꽃이
차갑게 얼지 않기를
너라는 이름은
오뉴월의 꿈만 같아
깨고 싶지 않은걸
너라면 이런 날
기다릴 수 있을까
저 달이 떨어져도
난 아직까지 그대로 일 텐데
막다른 길이라고
또 혼자서 넘어져 우울하고
난 그대에게 조금 더 멋있는 사람이
돼 주고 싶었는데
눈부셔 햇살을
닮아 환하게 웃어 주는 너
난 만화 속에
주인공처럼
내겐 두 손에 빔
하늘을 가르는 날개
괴력의 힘은 없지만
그래 너의 곁에선
주인공이 된 것 같아
너에게 내 세상을 줄게
나라면 이런
나를 사랑해 줄 수 있을까
어디로 가는지도
나는 아직 모르는데
그댄 왜 왔다가 갔다가
제멋대로인 날
떠나지 않고 그 자리에
아직도 그대로
눈부셔 빛나는 그대와
달이 저무는 하루
난 만화 속에
주인공처럼
내겐 두 손에 빔
하늘을 가르는 날개
괴력의 힘은 없지만
그래 너의 곁에선
주인공이 된 것 같아
너에게 내 세상을 줄게",29.0,https://www.youtube.com/watch?v=V-eHkQ_YABo,[MV] LUCY - 히어로(Hero) / Eng Sub
